"","text","is_kelas"
"90.content","ckckck neger gadai",TRUE
"91.content","jokowi ase cipta stabilitas ekonomi",FALSE
"92.content","istana ungkap gemar jokowi makan ikan",FALSE
"93.content"," hadap relawan jokowi tidak respons soal dukung maju pilpres",FALSE
"94.content"," mikir bapak jokowi orang islam tidak ya tidak takut tuhan",TRUE
"95.content","sudah undang undang langgar jokowi bidang ekonomi oleh salamudin daeng anggar",TRUE
"96.content","masyarakat minta jokowi periode masyarakat mau",TRUE
"97.content","presiden jokowi stop cela jangan bicara hoax ribut soal patung",FALSE
"98.content","akun bayar nasi kucing bungkus gratis pro jokowi giring opini masyarakat",TRUE
"99.content","jokowi capres boneka",TRUE
"100.content","joko widodo nyepelein masalah jamin sehat buruh",TRUE
"101.content","ngerasa tidak dosa ingkar janji dki jokowi kena kritik",TRUE
"102.content","undang undang tentang selenggara pemilihan umum atau milu berlaku otomatis meski belum teken oleh presiden jokowi",FALSE
"103.content","indonesia harus merdeka dajal pki jokowi serta janda bau tanah milu datang",TRUE
"104.content","amit amit ngakunya bela islam junjung cabul masih puja puja kayak tuhan",TRUE
"105.content","selesai lrt nyata pake dana haji klau lrt pasti lebih banyak manfaatx aseng umat lain bukan umat islam",TRUE
"106.content","bapak apakah bapak percaya sekolah neger ajar karakter pancasila islam ramah in thisera",TRUE
"107.content"," lebih gila ya zholimi umat islam mau ngembat dana haji sementara hasil rampok cina garong blbi tidak kejar hayoo om",TRUE
"108.content","mafia cukong cina sembah bos reklamasi bos nista agama bos meikarta ujung mau ngembat dana haji umat",TRUE
"109.content","saya enek lihat laku aparar tutup mata kecebong main ciduk dukung islam",TRUE
"110.content","hina jokowi langsung tangkap sementara ancam bunuh bebas lenggang",TRUE
"111.content"," umat islam buat tidak milih jokowi",TRUE
"112.content"," orang orang islam buat kaga milih jokowi",TRUE
"113.content","foto agussylvi anak sby sama anak jokowi mana tata krama mana ndeso",TRUE
"114.content","lama pemerintahan jokowi umat islam rasa tekan siar batas demo ijin sulit waktu tentu",TRUE
"115.content","mungkin jokowi buat negara seperti ingin balas dendam negara umat islam dia duga turun pki boyolali",TRUE
"116.content","kita kaya ngarep banget dana haji umat islam dihutang sm rezim jokowi",TRUE
"117.content","sedikit demi sedikit bapak menghcurkan generasi islam lbh tepat",TRUE
"118.content","pakai sarung jokowi resmi bangun masjid pondok putri ponpes nurul islam",FALSE
"119.content","rakyat teriak sampai bikin aksi kamu tetap buat perppu ormas buat hajar ormas umat islam diktator",TRUE
"120.content"," representasi agama china islam mana bawa oleh siapa bukan asing",TRUE
"121.content","saya pancasila tidak lantas anti asing aseng kenapa giring kpd anti khilafah hrs jelas tepis stigma anti islam",TRUE
"122.content","bapak jokowi bukan hanya diktator namun otoriter makin kesan represif anti islam bijak",TRUE
"123.content","ini puisi jokowi santriwati ponpes nurul islam",FALSE
"124.content","saya pasti tamat riwayat boneka china jokowi jika sampai ormas islam bubar",TRUE
"125.content","proyek citra pilpres sangat tidak pantas ngembat dana haji umat islam lama dizholimi",TRUE
"126.content","benar islam negara banyak seperti buih lautan apalagi tidak paham agama",TRUE
"127.content","ancam tidak dukung jokowi pilpres pkb sebut jokowi tipu umat islam soal full day school via berita kini",TRUE
"128.content","wartawan senior musuh khilafah adalah sesal besar jokowi",TRUE
"129.content","hina merah putih anggap biasa tahun bapak mau injak merah putih organisasi islam bubar anak pki anggota dpr",TRUE
"130.content","smnjk negara pimpin umat islam tidak kasih ruang gerak suai janji tim buzersnya pilpres yl",TRUE
"131.content"," dukung musuh saat bukan teroris umat islam pribumi seberang",TRUE
"132.content","dukung ahokdjarot orang orang ahli maksiat munafik ngaku islam tidak mau sholat jadi kafur",TRUE
"133.content","islam hanya jadi alat politik oleh politikus busuk serang lawan demi raih kuasa",TRUE
"134.content","derita periode jokowi anggap bagai hapus dosa",TRUE
"135.content","islam gerus zaman istilah apalagi islam terus bukan pengaruh zaman",TRUE
"136.content","jokowi ni makin liat semua bau islam masalah kali bau cina lanjut mang",TRUE
"137.content","sudah harus mpr dpr gelar sidang istimewa tarik mandat jokowi bijak jokowi sangat rugi umat ormas islam",TRUE
"138.content","sudah macam cacing kpanasan pemerintahan hari ngliat islam",TRUE
"139.content","jokowi dapat puisi santri ponpes nurul islam",FALSE
"140.content","kunjung ponpes nurul islam jokowi ingat santri jaga silaturahmi antar umat agama",FALSE
"141.content","fakta glorifikasi islamophobia rafidah benci islam jadi era",TRUE
"142.content","fakta panjang sejarah nkri diri baru era jokowi garam hilang premium hilang beda tangkap ormas islam hilang",TRUE
"143.content","stop bapak anda islam",TRUE
"144.content","bapak ajar sejarah ya",TRUE
"145.content","kuat kerjasama ulama umaro presiden jokowi temu tokoh batak muslim indonesia",FALSE
"146.content","wah kemenyan tidak mempan mlwn kecewa umat islam jokowi mrk bukan hny mrs sudut tidak dpt untung apa kkuasaan jkw",TRUE
"147.content","apa solusi hanya pajak pajak pajak mmg pucuk pemimpin erti islam kuat benah sistem zis indonesia",TRUE
"148.content","presiden jokowi letak batu pertama bangun pondok nurul islam jember",FALSE
"149.content","wajr bapak it sudh jnji pendukng menng islm bakl halbisi jangn salah umat islam bela diri",TRUE
"150.content","ormas islam brangus umat n ulama islam anggap musuh olh bwh rezim indonesia kendali cina",TRUE
"151.content","malin jelas otak rezim jokowi anti islam hanya komunis anti islam siap kita perang lawan musuh islam",TRUE
"152.content","teroris pelihara negara hancur umat islam",TRUE
"153.content","hal jadi pasti rakyat suruh jangan serius agama oleh mirip ajar komunisme",TRUE
"154.content","bapak islam patung haram coba tanya ustad paham agama islam jangan orang p",TRUE
"155.content","mayoritas umat islam bung bukan bani kotak",TRUE
"156.content","umat islam lama dizholimi oleh rezim rezim bela nista agama umat islam tidak tuju dana haji proyek citra jkw",TRUE
"157.content","antusiasme warga jember sambut presiden jokowi ponpes nurul islam jember jawa timur fef",FALSE
"158.content","umat islam mesin utama indonesia pinggir",TRUE
"159.content","bukan jokowi kriminalisasi ulama kerdil umat islam",TRUE
"160.content","jangan buat polemik tetap umat islam tabung haji tidak dana y sudah",TRUE
"161.content","jangan sok cinta pancasila paham pancasila tidak jangan sok bahas ekonomi syariah hukum islam tidak blh agama bukan main",TRUE
"162.content","omong mu bahas ekonomi syariah ideologi mu masih pancasila anda sehat coba ajar islam",TRUE
"163.content","era urus urus uang umat islam soal ormas islam bagaimana tang mu kawan",TRUE
"164.content","oknum setir tukang ngompirin nganu en cepat cepat berangus ormas islam spya aman tanpa halang",TRUE
"165.content","jokowi pki memang niat balas dendam negara islam makanya hutang terus jebak negara",TRUE
"166.content","colek moga insyaf kmbali sbgai parte islam bukan parte jokowi ato ahokdjarot",TRUE
"167.content","jokowi masa wajah kayak saya gin bilang diktator presiden korut wajah imut nyata diktator",TRUE
"168.content","kering daya beli masyarakat bawah catat apindo jokowi",FALSE
"169.content","bapak nyuruh menteri mu bikin fds nyuruh sas nu demo fds begini cara kamu adu domba ummat islam",TRUE
"170.content","bapak apa masih salah islam anti pancasila",TRUE
"171.content","cebonger tidak percaya ada kriminalisasi trhdp umat islam ini bukti ckp minta maaf urus selesai",TRUE
"172.content","umat islam pojok duwitnya pake muka ndeso diktotor",TRUE
"173.content","video tidak duga presiden jokowi semprot warga jember soal tarif dasar listrik cekik",TRUE
"174.content","nanti jokowi dukung oleh konglomerat cina prabowo dukung oleh seluruh umat islam",TRUE
"175.content","rakyat butuh ganti presiden tidak pro komunis anti islam rakyat tidak butuh reshuffle kabinet",TRUE
"176.content","om jangan lupa kita boikot jokowi islam satu tumbang rezim diktator made in ndeso",TRUE
"177.content","sejak awal kuasa babi cina jokowi sudah trap klm agama tiada ktp terus lanjut pmbubaran ormas islam hti pemerintahan pki",TRUE
"178.content","jokowi berutang seperti tahun sby kuasa fakta jokowi sukses infrastruktur ilusi",TRUE
"179.content","tindas islam sekarang benar buat muslimin cerai berai mjadi solid jadi filter antara munafikin mu minin",TRUE
"180.content","jokowi kerap singgung soal utang tidak kaca prestasi bawah dahulu",TRUE
"181.content"," fakta utang rezim megawati sby hingga jokowi perin",FALSE
"182.content","islam jokowi tidak perlu kita tah kata maman imanulhaq",TRUE
"183.content","soal full day school fds pkb sebut jokowi tipu umat islam tidak perlu tah",TRUE
"184.content","jokowi ingin unjuk gigi buat kebaji tanpa teror adalah konyol ala robiespierre",TRUE
"185.content","denger kata bapak bahwa hari lahir perpu ormas jokowi bubar ormas islam besok",TRUE
"186.content","bangga jilat jokowi ya bapak bagaimana kabar lbgt bapak pasti tau lgbt haram islam",TRUE
"187.content","jokower klaim pesawat n hasil jokowi nyata sudah mulai era sby",TRUE
"188.content","dukung jokowi kalah dki tunggu kalah umat islam satu pilih amanah bela ulama",TRUE
"189.content","cuma era jokowi berani campur urus umat islam",TRUE
"190.content","liberalis komunis tuju yaitu anti islam sembah jokowi",TRUE
"191.content","jokowi hanya banding utang tidak banding dapat antar negara",FALSE
"192.content","kecebong panas tiap dengar orang doa tifatul sembiring mampu agama islam sangat jauh lebih baik banding kiayi kalian",TRUE
"193.content","soal reshuffle amat tandak gagal jokowi pimpin negara",TRUE
"194.content"," pahala apa ambil anjing kutuk hina islam bgtu mending doa kutuk monyet",TRUE
"195.content","nyata ulama anggap a makar nyata ormas islam berangus omong suai fakta jangan mauhebat sendiri",TRUE
"196.content","harus qta demo dsini lawan kelompok pki islam liberal syiah n partai politik dukung mndukung ketudakadilan hukum",TRUE
"197.content","rakyat ingat pemimpin harus dengar",TRUE
"198.content","masih bingung nyata braninya umat islam nyerang umat islam memang jokowi tidak islam",FALSE
"199.content","benar ibu hanya pki anti islam pancasila jokowi aneh jokowi terima delegasi partai komunis cina masuk istana",TRUE
"200.content","pidato merdeka jokowi tegas komitmen indonesia juang palestina",FALSE
"201.content","pidato tahun depan mpr jokowi bohong",TRUE
"202.content","jokowi kelompok kafir pdip coba dengar apa katak sri suktan hb x",TRUE
"203.content","megawati berang jokowi tuduh diktator politis nasi sudah jadi bubur",TRUE
"204.content","islam cuma satu dasar al quran sunnah nabi tidak islam indonesia islam radikal ajar jkw",TRUE
"205.content","pokok islam pasti slalu salah",TRUE
"206.content","keluh kurus jokowi ingin badan gemuk bapak tifatul doa agar jokowi gemuk",FALSE
"207.content","tolak dana haji infrastruktur amat jokowi lanjur cap anti umat islam hut r r",TRUE
"208.content","hal paling takut chebonk ahoker bapak jokowi dapat hidayah bapak ahokdjarot masuk islam",TRUE
"209.content","kasus alfian tanjung al khaththath ingat presiden jokowi jangan laku kriminalisasi islam",TRUE
"210.content","doa hati rakyat indonesia doacdari hati para ulama doa baguuus jerit hati umat",FALSE
"211.content","spe lo bukan mo ngjlekin islam",TRUE
"212.content","benar fb grup wa saya kl hina atau leceh islam biasa diem gilir saya nyerang jokowi bnyk lsg kejang",TRUE
"213.content","jprr apresiasi langkah yusril ihza mahendra gugat milu seru jambi",FALSE
"214.content","sosialisasi milu mukerwil ppp jateng",FALSE
"215.content","sekjend pdip datang mega sby istana tidak kait milu",FALSE
"216.content","presiden jokowi pemerintah fokus pemerataan ekonomi adil",FALSE
"217.content"," presiden jokowi umbar janji atas miskin",TRUE
"218.content","bahas masalah internal menang milu pan tidak undang jokowi rakernas",FALSE
"219.content","pakai dollar harga sewa rumah kawasan kontrak jokowi",FALSE
"220.content","saya sudah tidak respect situ bung smg milu depan situ bener sudah tidak muncul arena politik or berita media",TRUE
"221.content","pkb tidak ingin gesa gesa dukung jokowi milu",FALSE
"222.content","jika milu presiden hari jokowi pasti kalah",TRUE
"223.content","bahaya komunis makin gila",TRUE
"224.content","saya cuma ingat boleh cinta junjung tetap harus amanah haram manipulasi data jangan sebar cerita bohong",TRUE
"225.content","banyak hasil pemerintah sby jokowi belum resmi hasil pemerintahannya sendiri",TRUE
"226.content","kala jokowi bertemu santri paling tampan jember",FALSE
"227.content","ganti baju patung lilin jokowi hong kong kini pakai batik",FALSE
"228.content","pdip ogah ikut ikut deklarasi dukung jokowi apa",TRUE
"229.content","intelektual muda muslim tanya diam jokowi soal meikarta",TRUE
"230.content","jokowi tidak pinter pinter amat suka bagi bagi jabat proyek",TRUE
"231.content","kenapa jokowi sulit lengser taipan raksasa raksasa rakus",TRUE
"232.content","presiden pasti korban phk beri latih kewirausahaan",FALSE
"233.content"," gara gara jokowi orang orang tamak",TRUE
"234.content","jokowi minta efektivitas dana desa",FALSE
"235.content","apa pdip belum deklarasi usung jokowi",TRUE
"236.content","ipar duga a tidak kabar",TRUE
"237.content","sindir jokowi fahri korea utara mau imut imut presiden ya tetap otoriter",TRUE
"238.content","hari jokowi hadir upacara harlah pramuka resmi raimuna nasional x",FALSE
"239.content","jokowi muhammadiyah jangan sampai islam gerus zaman",TRUE
"240.content","pantesan ngotot jokowi patung cina tuban diri sendiri punya patung hongkong",TRUE
"241.content"," berani tidak tolong tanya jokowi maksud apa patung raja tiongkok pasang indonesia",TRUE
"242.content","sholat jum at sama bapak presiden jokowi widodo mesjid sajingan",FALSE
"243.content","ipar jokowi duga a suap tidak kabar",TRUE
"244.content","pdip tidak mau latah deklarasi jokowi pilpres",TRUE
"245.content","stok harga pangan harus jaga pasti aman jangan sampai hutang indonesia tidak panjang",FALSE
"246.content","bangun gunung hutang ya anjing",TRUE
"247.content","jokowi dana kip guna hanya perlu didik",FALSE
"248.content","presiden jokowi jangan pikir monoton linier harus berani ubah",FALSE
"249.content","jokowi kita harus perang narkoba",FALSE
"250.content","kuliah umum bapak presiden jokowi universitas muhammadiyah jember kmren sore",FALSE
"251.content","jokowi harus manfaat momentum reshuffle",FALSE
"252.content","dek mau tidak sm abang abang tidak janji ya bs ngbahagiain adek h gtu takut pamali jokowi dek bnyk janji tidak tepat",TRUE
"253.content","jilat ludah jk belum bukti jokowi sukses",TRUE
"254.content","jokowi munafik",TRUE
"255.content","mulut kotor gambar pribadi demikian dukung jokowi otak kotor mulut kotor contoh buruk",TRUE
"256.content","kayak mimpin siang bolong",TRUE
"257.content","omong bapak tidak pegang munafik",TRUE
"258.content","presiden jokowi saksi jember fashion carnaval presiden joko widodo ibu negara iriana joko widodo",FALSE
"259.content","presiden jokowi himbau masyarakat awas dana desa",FALSE
"260.content","istri jokowi satu antara juta alumni universitas muhammadiyah lewat",FALSE
"261.content","jokowi nyata perang narkoba",FALSE
"262.content","definisi hoax turut jokowi tebar berita tentang salah",TRUE
"263.content"," baik kecewa gua jokowi tambah gitu pakde bagaimana teman boleh banyak sahabat langka pakde",TRUE
"264.content","presiden jokowi acung jempol simpang susun semanggi",FALSE
"265.content","se jelek jokowi jangan tiru perilaku cebong atau cebong buat monggo polisi usut",TRUE
"266.content","jokower tidak marah megawati sebut jokowi makan banyak badan kurus kering",TRUE
"267.content","pristono jokowi tahu tentang bus karat",TRUE
"268.content","hut merdeka r presiden hmpi penuh undang presiden jokowi",FALSE
"269.content","apakah benar nyata sesal saya mencapreskan sesal sll belakang",TRUE
"270.content","selain salam megawati sby buat jokowi makan sama",FALSE
"271.content","hadiah khusus jokowi hari merdeka",FALSE
"272.content","nyonya menor psi tidak sadar bahwa jokowi sedang gali kubur sendiri",TRUE
"273.content","kangmas saksi ektp tewas bunuhdiri henti bodoh massal neger",TRUE
"274.content","geli sendiri baca misah misuh cebong agussylvi kendati tidak bagi sepeda jokowi pusat hati publik istana kemarin",TRUE
"275.content","mega masih serakah kapan ya tobat",TRUE
"276.content","jokowi bolak balik datang simpang susun semanggi",FALSE
"277.content","diskriminatif psk adat koteka tidak tampil",TRUE
"278.content","jokowi saya harga kerja gubernur sekarang belum",FALSE
"279.content","hari jokowi bertemu teladan nasional resmi countdown asi games",FALSE
"280.content","asyik rezim jokowi obral remisi napi koruptor",TRUE
"281.content","temu sby jokowi kembali demokrat gelanggang",FALSE
"282.content","jokowi anggar rp triliun dana didik apa sasar",FALSE
"283.content","mantan relawan sebut menteri jadi tumbal gagal jokowi pimpin bangsa indonesia",TRUE
"284.content","sebut kecut tuding jokowi diktator megawati lupa ingat",TRUE
"285.content","kapolri ungkap alas jokowi pilih putra papua ajudan",FALSE
"286.content","jokowi foto sama tamu vvip usai upacara bendera",FALSE
"287.content","menteri jadi tumbal gagal",TRUE
"288.content","begini cerita balik pakai adat sulsel jokowi harus belum ayam kokok",FALSE
"289.content","presiden jokowi da da da ngacir usai semprot warga turun tarif daftar listrik",TRUE
"290.content","cocok bapak jokowi apakah dia presiden atau tugas partai",TRUE
"291.content","jokowi klaim angka miskin turun gerindra angka buat nyata lebih banyak derita",TRUE
"292.content","gejala anti kritik rezim jokowi",TRUE
"293.content","jadi tingkat utang luar biasa rezim jokowi fakta jangan tutup",TRUE
"294.content","fahira idris pidato jokowi harus jawab resah rakyat",TRUE
"295.content","fahri hamzah minta jokowi hati hati soal utang cabut subsidi",FALSE
"296.content","dpr sayang presiden jokowi belum tandatangani milu",TRUE
"297.content","ustad ulama ormas islam gebuk sementara antek tang pki beri leluasa jokowi pura bodoh",TRUE
"298.content","mana mau remuk jika paham tentang pancasila komunis jangan hanya hajar islam",TRUE
"299.content","istri alm munir akhir sadar ham cuma komoditi politik jokowi buat kuasa",TRUE
"300.content","ormas islam demonstrasi sebut presiden jokowi drakula isap darah ormas ormas islam cara",TRUE
"301.content","diktator emang rejim polisi begitu benci rejim umat islam dakwah kriminalisasi",TRUE
"302.content","neng berhutang ayo tambah sampai muntah",TRUE
"303.content"," bau islam pokoe salah",TRUE
"304.content","atur baru jokowi sempit gerak tni polri jabat sipil",TRUE
"305.content","istri kapolri simpan sepeda hadiah jokowi museum polri",FALSE
"306.content","sampa pidato negara jokowi kena pakai adat bugis",FALSE
"307.content","hal penting pidato negara nota uang jokowi dpr",FALSE
"308.content","kasus bunuh munir tidak ungkap suciwati tidak sudi pilih jokowi pilpres",TRUE
"309.content","emang pemerintahan jokowi jelek terus bela sampai buluk",TRUE
"310.content","pidato lengkap presiden jokowi sidang tahun mpr",FALSE
"311.content","menelisik fakta infrastruktur jokowi lewat infrastruktur ala jokowi",FALSE
"312.content","ini moment of truthnya indonesia saat presiden lengos tidak tau jwb apa begitu",TRUE
"313.content","jokowi bedebah",TRUE
"314.content","seperti malah puruk sektor kelautan ikan bahkan beberapa dirjen sudah masalah kait hukum",TRUE
"315.content","presiden jokowi saat telah pilih kombes johnny edizon isir bagai ajudan pribadi",FALSE
"316.content","puluh tahun indonesia tang sby sangat lh baik ekonomi setabil tidak kya sekrng rezim jokowi sangat lh buruk ekonomi hancur",TRUE
"317.content","ajak rieke dukung jokowi buruh se jawa timur ngerasa tipu",TRUE
"318.content","kerja kayak jokowi ntar bnyk ngutang",TRUE
"319.content","jokowi inspektur upacara ingat hut r istana",FALSE
"320.content","jokowi pimpin upacara hut r istana",FALSE
"321.content","presiden jokowi pidato negara depan tinggi jawa timur",FALSE
"322.content","bangun km jalan tol jokowi prioritas swasta bumn",FALSE
"323.content","wakil ketua dpr sebut ekonomi era sby lebih baik jokowi",TRUE
"324.content","dasar tidak adil jokowi kapolri hina sampai begini apa kabar menhina islam makar",TRUE
"325.content","dia siksa thn depan bangkit umat islam puncak ketika kalah jokowi",TRUE
"326.content","manusia jilat agama islam nista diam viktor hina ajar islam diam jokowi doa baik malah marah",TRUE
"327.content"," citra murah umat islam ahlu sunah agustus tahun masih rasa jajah be be be",TRUE
"328.content","umat islam tahun masih rasa belum merdeka masih rasa seperti zaman kolonial jajah oleh rezim",TRUE
"329.content"," jokowi saat perlu baik umat islam setelah narasi sesat tim banyak buat hubung buruk",TRUE
"330.content","coba hati semua komen sini dsni antara fans ahokdjarot anti islam bukan islam pro jokowi simple nilai sndiri lol",TRUE
"331.content","sptnya gatot anjing bunuh umat islam pasang homo anjing kebal tampar dia muka tembok",TRUE
"332.content","pilpres presiden pks pasti partai lawan jokowi",TRUE
"333.content","aneh ya presiden agama islam alergi ormas islam rakyat mayoritas agama islam kenapa gerangan",TRUE
"334.content","rata benci ulama islam pki",TRUE
"335.content","jokowi teken milu",FALSE
"336.content"," milu teken presiden jokowi dpra kita gugat mk",TRUE
"337.content","jokowi teken milu yusril sama partai bulan bintang gelar diskusi milu",FALSE
"338.content"," milu sudah teken jokowi gugat minta baik mohon",FALSE
"339.content"," milu telah teken jokowi pkb siap sosialisasi",FALSE
"340.content","akhir presiden jokowi teken undang undang milu",FALSE
"341.content","sempat warna aksi walkout fraksi akhir jokowi teken milu",FALSE
"342.content","ajar smk tangkap gara gara injak foto jokowi hina polri",TRUE
"343.content","tidak cuma hina jokowi kapolri ringgo tantang polisi fb",TRUE
"344.content","berik remisi kpd para narapidana tiap agt masuk kpd",FALSE
"345.content","pidato nota uang presiden rabu",FALSE
"346.content","jokowi gemuk",FALSE
"347.content","presiden lembaga negara harus dapat percaya rakyat",FALSE
"348.content","jokowi pamer kinerja fadli zon tidak suai realita",TRUE
"349.content","dulu bilang tugas partai kini megawati sindir jokowi masih impor garam sampai gula kita pihak siapa",TRUE
"350.content","presiden jokowi pimpin malang renung tmp kalibata",FALSE
"351.content","fahri hamzah minta presiden jokowi hati hati soal utang cabut subsidi",FALSE
"352.content","presiden jokowi sampa rapbn dpr lewat",FALSE
"353.content","jokowi pasti utang dampak positif bagi bangun",FALSE
"354.content","cebong fanatik sumbu pendek ingin semua orang sembah jokowi beliau sudah spt tuhan maha suci maha tinggi",TRUE
"355.content","benar jokowi sudah harus henti jelas",TRUE
